id,entityId1,entityId2
1733,962,3355
1734,1624,5753
1735,4681,5976
1736,1043,735
1737,2712,1466
1738,2892,2911
1739,4042,5766
1740,3605,1086
1741,610,3909
1742,2129,710
1743,1885,4585
1744,2494,3190
1745,2349,2936
1746,1585,811
1747,4345,1103
1748,2530,4304
1749,402,705
1750,987,5402
1751,4233,2227
1752,3241,2639
1753,2710,1667
1754,1353,3708
1755,3352,5722
1756,1931,4884
1757,1145,496
1758,4981,1601
1759,1393,4493
1760,1971,5670
1761,34,2605
1762,1936,386
1763,4461,3816
1764,612,3796
1765,1675,1580
1766,1234,1323
1767,3115,849
1768,3172,214
1769,3860,4552
1770,3598,1727
1771,3461,813
1772,1113,3193
1773,3086,3272
1774,4245,1283
1775,4324,2932
1776,2933,3703
1777,1036,5507
1778,1386,1033
1779,1891,83
1780,3705,5173
1781,1392,541
1782,3037,3280
1783,2092,3892
1784,2810,1636
1785,3160,5354
1786,4121,3414
1787,654,368
1788,573,2994
1789,1346,4371
1790,4478,2467
1791,4917,2895
1792,1074,2386
1793,4946,506
1794,4463,3728
1795,1052,124
1796,2263,2015
1797,4545,1028
1798,2336,49
1799,213,4230
1800,4371,3176
1801,4878,2055
1802,4588,1550
1803,2120,2149
1804,757,2900
1805,1202,530
1806,2675,3455
1807,4927,2659
1808,1509,1929
1809,3533,3670
1810,1560,1789
1811,2823,5252
1812,2368,261
1813,3972,4104
1814,495,79
1815,1544,4926
1816,4497,3786
1817,3854,5719
1818,2329,3502
1819,5081,2184
1820,791,93
1821,2925,5015
1822,602,3494
1823,4165,4494
1824,4098,4146
1825,496,5917
1826,586,725
1827,2606,2816
1828,3990,815
1829,532,2931
1830,4741,4021
1831,3881,3499
1832,5074,968
1833,621,3741
1834,4146,4261
1835,2404,3206
1836,4825,1152
1837,2669,5792
1838,3397,4986
1839,1991,4722
1840,516,2451
1841,1693,783
1842,3150,914
1843,4304,1167
1844,203,3859
1845,1668,2867
1846,1710,1656
1847,4271,3901
1848,1029,842
1849,206,1336
1850,3305,4452
1851,2001,3903
1852,4898,3301
1853,4858,248
1854,2412,4842
1855,2765,6027
1856,5078,4744
1857,4990,1577
1858,428,5675
1859,324,3835
1860,2429,3435
1861,2377,5475
1862,1378,4657
1863,3435,3675
1864,1929,3980
1865,3456,1944
1866,2744,1868
1867,1655,3965
1868,3683,1761
1869,3788,3054
1870,1458,2122
1871,1350,4710
1872,1226,901
1873,4359,4812
1874,4119,2448
1875,897,1348
1876,4638,334
1877,4120,4180
1878,822,5762
1879,1694,746
1880,2257,5438
1881,3995,2272
1882,2536,2761
1883,414,493
1884,4847,3460
1885,2395,4004
1886,1297,3209
1887,890,6044
1888,1583,4044
1889,4439,2296
1890,1465,5653
1891,619,3962
1892,4624,1500
1893,5098,4953
1894,5097,3198
1895,2337,644
1896,4206,3438
1897,2132,1274
1898,2803,5199
1899,4384,2783
1900,2561,4798
1901,764,133
1902,2350,5937
1903,3450,2475
1904,1818,940
1905,4996,1133
1906,232,5603
1907,1086,2087
1908,49,4413
1909,2102,3776
1910,4855,2834
1911,91,2756
1912,4968,1648
1913,869,3719
1914,2859,566
1915,2771,1496
1916,2147,2319
1917,1252,4703
1918,4373,1876
1919,710,4634
1920,3200,932
1921,3201,2684
1922,3389,5737
1923,127,3872
1924,2445,2162
1925,3164,5751
1926,2,4231
1927,1037,2071
1928,773,5775
1929,3576,4334
1930,3191,1684
1931,269,4381
1932,4487,614
1933,965,3961
1934,677,1454
1935,4259,891
1936,4191,604
1937,3130,390
1938,2156,1584
1939,1700,4399
1940,559,3063
1941,2752,3103
1942,3219,3466
1943,2301,3674
1944,891,4182
1945,1816,2973
1946,1335,4197
1947,40,2930
1948,546,61
1949,312,4934
1950,3391,5594
1951,1630,2037
1952,930,5056
1953,3300,2706
1954,431,1416
1955,3135,12
1956,4036,5301
1957,3266,5538
1958,4525,1578
1959,804,988
1960,3574,2701
1961,1503,312
1962,4679,5197
1963,4300,1630
1964,672,6011
1965,2591,127
1966,3063,6019
1967,2086,1091
