id,entityId1,entityId2
1829,521,2139
1830,1632,1858
1831,132,1660
1832,24,159
1833,2514,566
1834,1641,1120
1835,2062,1217
1836,2279,1414
1837,784,796
1838,1977,1909
1839,2411,921
1840,1999,83
1841,292,674
1842,939,2045
1843,1773,641
1844,1347,952
1845,1804,2162
1846,55,1694
1847,1025,1288
1848,1680,1985
1849,868,2029
1850,2034,1286
1851,2110,1347
1852,2032,1451
1853,1902,2231
1854,1897,367
1855,1776,408
1856,2587,440
1857,493,401
1858,2382,1078
1859,1029,970
1860,1592,1110
1861,2274,41
1862,1241,1576
1863,2606,1153
1864,812,318
1865,273,2285
1866,395,2165
1867,1375,929
1868,2324,1803
1869,1763,1499
1870,1730,1959
1871,1017,1977
1872,2189,726
1873,348,162
1874,745,1796
1875,147,463
1876,501,1571
1877,1089,104
1878,1295,1206
1879,2604,1334
1880,2083,1337
1881,627,1588
1882,263,847
1883,334,1333
1884,662,500
1885,496,177
1886,1386,1853
1887,1286,146
1888,2526,1439
1889,1557,2226
1890,151,1960
1891,1764,1429
1892,221,248
1893,101,197
1894,12,1213
1895,2100,2213
1896,764,237
1897,2223,203
1898,1738,1318
1899,1519,1289
1900,1702,208
1901,1385,127
1902,1041,1833
1903,2116,900
1904,1792,938
1905,1620,1105
1906,647,1767
1907,85,1539
1908,2245,210
1909,1333,354
1910,2185,1101
1911,2158,1518
1912,1875,2254
1913,84,1627
1914,1635,1695
1915,1618,1283
1916,1438,1659
1917,150,252
1918,1648,614
1919,233,1557
1920,1013,76
1921,1564,1679
1922,1208,275
1923,786,720
1924,2530,1142
1925,1960,1582
1926,1051,1019
1927,1472,1136
1928,410,973
1929,145,685
1930,757,849
1931,794,68
1932,1880,1852
1933,1725,624
1934,954,884
1935,135,1521
1936,1407,148
1937,970,1850
1938,2479,1285
1939,2311,1143
1940,865,82
1941,2597,1982
1942,353,1620
1943,539,762
1944,1301,764
1945,2602,1565
1946,2383,1071
1947,2101,2197
1948,1540,1408
1949,244,679
1950,1980,1749
1951,541,607
1952,752,1277
1953,2216,851
1954,323,24
1955,2250,2123
1956,2539,416
1957,5,49
1958,1884,1544
1959,1969,881
1960,1704,99
1961,1665,1537
1962,2027,1966
1963,874,1654
1964,1239,1832
1965,2251,2055
1966,361,980
1967,1088,280
1968,99,2247
1969,1974,468
1970,856,855
1971,878,1325
1972,1305,603
1973,1638,1642
1974,216,885
1975,2141,861
1976,102,2163
1977,508,1233
1978,404,1676
1979,309,1369
1980,1441,1618
1981,2278,1786
1982,324,138
1983,1796,842
1984,125,272
1985,715,455
1986,1050,1320
1987,1349,1082
1988,1931,1935
1989,2046,582
1990,2474,1924
1991,1460,75
1992,817,196
1993,64,1256
1994,760,836
1995,1397,1216
1996,1148,1402
1997,2050,270
1998,303,1911
1999,1848,656
2000,2592,349
2001,622,15
2002,1497,1118
2003,767,271
2004,1787,1634
2005,2385,1157
2006,1043,1951
2007,2394,409
2008,1201,1123
2009,1534,2156
2010,2448,28
2011,30,18
2012,2128,2016
2013,1095,1739
2014,500,1974
2015,2343,559
2016,918,47
2017,1937,1487
2018,401,2000
2019,212,1310
2020,1491,1650
2021,1846,862
2022,349,2241
2023,472,226
2024,2489,753
2025,1984,1705
2026,2276,2051
2027,1689,1622
2028,400,2115
2029,1055,997
2030,2570,2227
2031,2574,1896
2032,855,1219
2033,1795,1024
2034,1247,1458
2035,1651,694
2036,2084,1619
2037,2134,1564
2038,105,2037
2039,1654,450
2040,1900,509
2041,1783,2035
2042,157,1822
2043,948,1706
2044,547,2222
2045,2423,2171
2046,403,1894
2047,2529,1568
2048,1292,1843
2049,1161,429
2050,2326,2036
2051,606,1438
2052,820,64
2053,1643,1388
2054,1584,2195
2055,962,574
2056,1473,1291
2057,738,860
2058,2467,714
2059,199,543
2060,1024,1698
2061,1177,1292
2062,595,445
2063,1774,891
2064,1116,2261
2065,2074,578
2066,2107,1934
2067,1967,1265
2068,824,1930
2069,195,888
2070,91,1328
2071,1337,312
2072,836,933
2073,1477,984
2074,1523,1263
2075,2310,1477
2076,1464,2068
2077,676,1936
2078,1037,642
2079,446,545
2080,1964,1525
2081,1965,1448
2082,1710,2136
2083,985,877
2084,638,1006
2085,204,167
2086,1520,1530
2087,2108,1884
2088,598,238
2089,2461,1260
2090,746,243
2091,1266,2142
2092,152,398
2093,1959,1970
2094,1613,2015
2095,1318,1929
2096,1682,388
2097,1775,870
2098,2361,1384
2099,139,1491
2100,54,356
2101,1183,857
2102,2261,1505
2103,2014,1526
2104,895,195
2105,2417,843
2106,1970,1080
2107,2262,1424
2108,149,678
2109,695,420
2110,1572,1362
2111,1181,1047
2112,2016,1380
2113,432,1782
2114,478,2059
2115,1968,1276
2116,1957,2189
2117,2522,348
2118,40,1558
2119,1909,2079
2120,2119,1032
2121,1227,1346
2122,391,1100
2123,778,1751
2124,2112,1623
2125,1039,568
2126,1681,531
2127,1828,623
2128,2171,825
2129,344,916
2130,644,591
2131,189,1494
2132,2416,976
2133,1827,713
2134,280,2140
2135,943,358
2136,549,295
2137,2609,1343
2138,2118,1144
2139,1623,1275
2140,2303,59
2141,857,1290
2142,2350,253
2143,675,12
2144,164,1467
2145,81,170
2146,755,1572
2147,866,553
2148,651,2014
2149,1143,2146
2150,170,983
2151,364,1268
2152,1755,511
2153,2143,1073
2154,1703,729
2155,1990,1489
2156,1204,1192
2157,2447,421
2158,1310,594
2159,2578,1848
2160,2591,765
2161,527,51
2162,1711,80
2163,1597,1360
2164,112,1735
2165,1656,557
2166,2341,1046
2167,2450,198
2168,224,633
2169,2145,935
2170,804,1648
2171,1707,424
2172,2483,1553
2173,1983,2098
2174,118,1244
2175,75,719
2176,1462,290
2177,1685,2269
2178,515,1075
2179,519,743
2180,377,245
2181,1650,1079
2182,1553,939
2183,1209,822
2184,1653,834
2185,408,1774
2186,1886,1986
2187,277,363
2188,1401,1280
2189,1899,904
2190,25,806
2191,811,1104
2192,2254,121
2193,2288,1393
2194,600,2235
2195,257,2034
2196,1243,2119
2197,756,1580
2198,2480,1849
2199,870,316
2200,1315,244
2201,230,192
2202,1989,1652
2203,1803,705
2204,1985,1983
2205,2490,1033
2206,522,537
2207,707,1569
2208,2579,1844
2209,2493,787
2210,1561,322
2211,1341,2199
2212,355,2120
2213,565,1076
2214,568,827
2215,2088,1647
2216,317,1182
2217,1106,1238
2218,961,982
2219,2036,1870
2220,11,2010
2221,1542,1912
2222,1151,1604
2223,2238,1502
